14.15,14.42,1,Eva
-6.02,6.25,1,Adam
15.62,0.98,1,Adam
22.30,14.34,1,Adam
8.91,2.95,1,Adam
-9.29,8.54,1,Eva
9.92,-0.40,1,Eva
-8.39,11.27,1,Eva
-2.41,19.01,1,Adam
23.68,5.94,1,Eva
23.92,-2.03,1,Adam
16.30,10.41,1,Adam
-1.12,-0.49,1,Adam
2.36,20.44,1,Adam
5.45,14.79,1,Adam
13.55,3.69,1,Adam
14.02,24.00,1,Adam
20.44,17.74,1,Adam
-4.76,-2.80,1,Adam
-3.62,16.62,1,Adam
14.06,17.19,1,Adam
-5.21,0.20,1,Eva
9.51,1.18,1,Eva
1.82,21.15,1,Eva
-1.28,5.40,1,Adam
-3.50,-4.64,1,Adam
-3.94,-0.01,1,Adam
13.44,6.65,1,Adam
14.04,20.46,1,Adam
27.43,16.24,1,Adam
20.14,6.23,1,Adam
9.10,9.44,1,Eva
6.48,13.61,1,Adam
8.09,6.90,1,Adam
-4.35,24.92,1,Adam
-0.79,1.27,1,Adam
3.35,16.03,1,Adam
-4.77,8.15,1,Eva
14.66,3.99,1,Eva
11.21,-3.22,1,Eva
-4.40,20.63,1,Eva
-2.67,-3.97,1,Eva
23.87,16.06,1,Eva
7.78,14.01,1,Adam
19.23,3.96,1,Eva
-0.91,21.17,1,Adam
-7.96,21.35,1,Adam
14.71,3.61,1,Adam
27.40,5.96,1,Adam
-5.88,17.01,1,Eva
2.66,2.48,1,Eva
-5.10,13.57,1,Adam
16.75,8.75,1,Eva
21.40,10.11,1,Adam
13.20,22.64,1,Adam
14.50,10.06,1,Adam
18.27,16.92,1,Eva
20.31,20.40,1,Adam
7.83,2.87,1,Adam
6.23,-4.35,1,Eva
12.76,17.38,1,Adam
1.46,0.02,1,Adam
6.12,19.61,1,Eva
17.44,2.99,1,Adam
-5.05,22.49,1,Adam
19.86,13.20,1,Eva
28.19,-0.44,1,Adam
27.09,8.76,1,Eva
11.92,8.96,1,Eva
4.31,17.35,1,Eva
-2.37,13.67,1,Eva
24.66,17.82,1,Adam
29.81,6.16,1,Adam
8.08,22.39,1,Adam
17.81,5.80,1,Eva
28.30,-1.36,1,Adam
1.55,0.25,1,Adam
8.94,8.12,1,Adam
-5.74,0.53,1,Adam
4.25,-4.13,1,Eva
7.23,18.97,1,Adam
3.46,-4.96,1,Eva
5.80,15.51,1,Eva
19.27,14.88,1,Adam
0.45,17.62,1,Adam
27.86,22.50,1,Eva
7.47,17.77,1,Eva
13.61,16.05,1,Eva
18.90,-3.36,1,Adam
-5.21,0.48,1,Eva
26.56,18.30,1,Adam
29.36,-0.27,1,Eva
16.70,22.30,1,Adam
12.04,-4.67,1,Eva
21.41,10.21,1,Eva
8.08,2.64,1,Adam
18.54,4.45,1,Eva
5.56,0.52,1,Adam
14.48,10.11,1,Eva
16.66,10.87,1,Eva
-8.27,21.66,1,Eva
20.24,13.98,1,Adam
23.13,6.34,1,Adam
0.21,18.66,1,Eva
15.29,3.95,1,Eva
7.89,5.49,1,Eva
-6.03,20.30,1,Eva
-6.05,17.40,1,Adam
-6.66,2.48,1,Adam
-8.23,-1.43,1,Adam
14.37,5.60,1,Eva
-7.97,10.35,1,Eva
-1.73,11.20,1,Adam
1.79,-3.20,1,Eva
20.29,3.42,1,Adam
0.55,13.99,1,Adam
-9.26,21.56,1,Adam
-8.13,9.88,1,Adam
-5.56,-2.00,1,Eva
9.86,3.13,1,Adam
8.30,13.50,1,Eva
3.69,15.63,1,Adam
21.81,1.93,1,Eva
13.36,23.24,1,Eva
21.69,9.64,1,Adam
11.14,2.60,1,Eva
-7.80,5.29,1,Eva
21.83,11.19,1,Eva
21.47,0.01,1,Eva
-2.97,22.41,1,Adam
10.90,17.61,1,Adam
15.18,-4.82,1,Adam
10.96,11.14,1,Eva
1.30,9.46,1,Adam
2.39,3.84,1,Adam
11.25,22.86,1,Adam
-0.86,17.41,1,Eva
0.35,12.37,1,Adam
0.36,20.02,1,Adam
11.00,13.54,1,Eva
0.83,4.36,1,Adam
14.46,6.71,1,Adam
-8.05,16.98,1,Eva
14.74,2.27,1,Adam
2.11,10.26,1,Adam
5.23,8.88,1,Adam
24.53,-1.37,1,Adam
15.11,13.70,1,Eva
25.73,9.39,1,Adam
0.85,0.98,1,Eva
27.38,14.95,1,Eva
16.60,16.69,1,Adam
10.63,22.93,1,Eva
24.78,24.49,1,Eva
7.10,2.27,1,Adam
-4.18,15.81,1,Eva
28.37,19.45,1,Adam
11.88,16.47,1,Adam
20.43,16.93,1,Adam
1.29,0.96,1,Adam
-2.81,4.95,1,Eva
6.00,11.59,1,Adam
-3.88,5.59,1,Adam
1.68,6.62,1,Adam
-2.52,24.54,1,Eva
19.45,21.01,1,Adam
15.42,1.26,1,Eva
-4.13,15.70,1,Adam
13.47,23.75,1,Adam
29.18,20.57,1,Adam
28.07,18.21,1,Adam
12.98,6.22,1,Adam
-3.57,22.99,1,Adam
-4.88,23.66,1,Adam
4.97,-2.26,1,Adam
-9.87,23.83,1,Adam
-3.45,24.64,1,Adam
15.24,22.43,1,Eva
-0.30,13.81,1,Adam
17.46,20.72,1,Eva
19.33,-3.37,1,Adam
-8.34,12.30,1,Eva
11.11,18.64,1,Adam
10.30,19.60,1,Eva
-7.30,16.54,1,Eva
-1.71,-4.65,1,Eva
12.71,20.43,1,Eva
15.06,5.69,1,Adam
3.83,2.75,1,Adam
22.24,16.74,1,Eva
26.92,1.58,1,Eva
18.03,-3.60,1,Eva
-6.11,2.16,1,Eva
29.65,19.40,1,Eva
8.70,9.62,1,Eva
-7.01,17.72,1,Adam
-6.53,19.70,1,Eva
-2.98,-2.75,1,Adam
24.41,13.59,1,Eva
4.92,9.81,1,Eva
10.27,24.75,1,Eva
18.62,5.74,1,Adam
3.25,23.31,1,Adam
3.20,18.26,1,Eva
-9.70,-3.72,1,Eva
29.24,17.37,1,Eva
-5.61,1.15,1,Eva
-2.68,3.19,1,Eva
-7.91,18.61,1,Adam
16.53,12.50,1,Eva
28.27,13.58,1,Adam
7.41,0.05,1,Adam
29.48,6.73,1,Eva
29.76,15.96,1,Adam
8.09,14.49,1,Adam
-5.28,20.23,1,Eva
5.67,24.54,1,Adam
18.72,11.53,1,Adam
26.82,17.11,1,Adam
5.79,13.03,1,Eva
15.58,3.39,1,Adam
4.38,23.63,1,Eva
25.68,24.05,1,Eva
12.69,15.14,1,Adam
23.97,19.24,1,Eva
-5.83,24.54,1,Adam
5.45,8.70,1,Adam
27.06,4.46,1,Eva
-5.13,-0.97,1,Eva
-8.88,23.64,1,Adam
16.69,15.22,1,Eva
-0.32,8.39,1,Adam
-4.87,15.68,1,Eva
26.21,20.19,1,Eva
19.96,23.03,1,Adam
20.54,7.51,1,Eva
13.21,-1.24,1,Eva
23.77,18.83,1,Adam
8.90,12.25,1,Adam
24.66,8.21,1,Adam
5.27,6.57,1,Eva
24.10,23.64,1,Adam
8.96,22.35,1,Eva
-9.53,11.70,1,Adam
13.06,20.35,1,Eva
-0.51,13.51,1,Eva
0.16,9.80,1,Eva
-1.70,13.87,1,Eva
5.49,19.61,1,Eva
12.11,2.31,1,Eva
1.30,24.17,1,Adam
20.53,5.07,1,Eva
28.16,9.87,1,Adam
-0.58,11.13,1,Adam
29.42,14.08,1,Eva
24.32,12.22,1,Adam
-6.58,-1.70,1,Adam
22.86,19.65,1,Adam
23.97,9.09,1,Adam
11.17,9.58,1,Adam
16.05,18.50,1,Eva
11.48,18.16,1,Eva
20.36,6.40,1,Eva
11.35,18.35,1,Eva
19.25,17.00,1,Eva
7.28,22.60,1,Adam
11.34,10.91,1,Adam
-8.61,-2.41,1,Eva
-7.33,14.05,1,Adam
27.70,4.00,1,Eva
4.87,17.49,1,Eva
5.11,1.03,1,Adam
26.64,24.80,1,Adam
-1.37,24.25,1,Adam
13.37,18.94,1,Eva
19.38,-1.37,1,Eva
23.12,8.44,1,Eva
8.95,-1.90,1,Adam
-8.00,-1.31,1,Eva
5.06,11.84,1,Eva
4.74,4.79,1,Adam
10.46,19.49,1,Adam
2.62,5.21,1,Eva
1.58,5.22,1,Eva
9.36,15.21,1,Eva
-7.42,19.38,1,Adam
3.57,0.81,1,Eva
10.06,13.08,1,Eva
14.93,6.76,1,Eva
-0.82,-2.00,1,Eva
21.64,19.51,1,Eva
19.37,10.90,1,Adam
17.55,5.28,1,Eva
-6.84,23.52,1,Adam
21.60,17.35,1,Eva
-8.52,24.97,1,Adam
7.37,12.98,1,Adam
-0.85,17.19,1,Adam
-1.70,17.71,1,Eva
-3.07,11.92,1,Eva
2.29,6.72,1,Eva
6.59,24.33,1,Eva
25.96,2.54,1,Adam
-8.65,23.47,1,Eva
-8.49,23.07,1,Eva
10.54,3.07,1,Adam
-5.12,20.57,1,Eva
-4.00,-1.44,1,Adam
17.10,24.80,1,Adam
-9.38,21.15,1,Adam
26.42,20.70,1,Adam
8.57,11.27,1,Adam
1.10,23.49,1,Adam
-3.52,11.44,1,Adam
0.29,19.11,1,Eva
10.87,21.58,1,Adam
26.41,16.32,1,Eva
1.87,11.87,1,Eva
4.28,1.21,1,Adam
-0.64,17.75,1,Adam
8.90,11.65,1,Eva
-8.43,13.90,1,Eva
-6.43,-4.35,1,Eva
-2.65,19.23,1,Adam
-4.10,17.44,1,Eva
6.32,8.57,1,Adam
22.86,-4.07,1,Adam
-1.68,6.52,1,Eva
-6.15,24.86,1,Adam
-0.54,6.20,1,Eva
18.15,24.85,1,Eva
8.09,20.40,1,Adam
14.09,23.58,1,Adam
12.17,12.87,1,Eva
11.50,-3.64,1,Adam
27.73,12.47,1,Adam
13.71,10.24,1,Adam
3.99,0.79,1,Adam
1.10,3.55,1,Eva
18.00,3.81,1,Adam
-0.65,16.58,1,Eva
10.73,-3.08,1,Adam
23.50,10.88,1,Eva
8.65,-2.98,1,Adam
16.96,19.88,1,Eva
-8.13,23.09,1,Adam
7.88,8.50,1,Eva
19.88,-4.32,1,Eva
16.32,7.51,1,Adam
18.58,11.18,1,Eva
6.23,13.88,1,Eva
22.59,17.62,1,Adam
14.63,-4.64,1,Eva
-4.42,22.27,1,Eva
1.45,2.23,1,Eva
22.79,13.24,1,Adam
19.81,6.86,1,Eva
27.62,18.77,1,Adam
29.98,5.73,1,Adam
-0.55,16.01,1,Eva
-7.00,5.46,1,Adam
0.60,13.63,1,Adam
15.79,6.74,1,Adam
15.10,3.44,1,Eva
27.47,18.18,1,Adam
0.96,-2.52,1,Eva
-8.15,15.76,1,Adam
22.71,-1.53,1,Adam
-2.28,5.37,1,Eva
28.42,5.82,1,Eva
12.31,7.86,1,Eva
3.18,1.55,1,Adam
1.86,-0.28,1,Eva
-4.85,4.09,1,Eva
-8.95,-2.60,1,Eva
0.41,-0.05,1,Adam
10.91,21.28,1,Eva
23.87,16.94,1,Eva
-6.98,1.80,1,Adam
-2.44,-2.53,1,Adam
8.79,9.70,1,Eva
18.18,-0.18,1,Adam
-2.81,12.57,1,Adam
13.75,8.17,1,Adam
5.42,0.46,1,Adam
29.17,6.26,1,Adam
12.43,-2.15,1,Eva
-4.64,1.75,1,Adam
8.49,-1.32,1,Adam
1.24,24.96,1,Adam
18.60,-4.30,1,Adam
7.24,2.19,1,Eva
1.34,2.06,1,Eva
0.79,11.77,1,Eva
9.60,-1.07,1,Adam
13.80,23.41,1,Eva
11.58,3.82,1,Eva
2.74,23.55,1,Adam
24.27,-3.25,1,Eva
17.17,-0.90,1,Eva
7.84,22.67,1,Eva
-6.54,10.30,1,Eva
12.04,19.17,1,Adam
-8.28,17.60,1,Adam
12.58,-0.68,1,Eva
-2.06,-4.76,1,Adam
1.11,-2.83,1,Adam
20.23,10.50,1,Adam
12.21,4.75,1,Eva
6.26,4.80,1,Adam
7.21,9.30,1,Eva
13.54,11.68,1,Adam
3.74,3.48,1,Eva
-6.36,15.77,1,Adam
-0.53,8.87,1,Adam
10.54,0.77,1,Eva
-0.69,16.03,1,Eva
-9.53,-1.07,1,Eva
-1.96,8.54,1,Eva
1.10,-2.50,1,Adam
8.00,2.99,1,Adam
3.85,21.61,1,Adam
14.69,13.58,1,Adam
27.02,14.69,1,Eva
27.69,23.34,1,Adam
-1.99,20.81,1,Eva
13.52,12.25,1,Eva
28.27,24.93,1,Adam
15.50,16.03,1,Adam
5.46,3.23,1,Eva
8.32,23.43,1,Eva
-4.81,6.69,1,Adam
-0.11,23.79,1,Eva
15.29,0.23,1,Eva
19.21,18.53,1,Adam
9.44,12.02,1,Adam
-4.83,15.37,1,Eva
6.84,22.32,1,Eva
19.90,-4.57,1,Adam
25.22,7.31,1,Adam
6.56,12.14,1,Adam
29.46,-0.48,1,Eva
-4.60,24.31,1,Adam
-8.47,3.68,1,Eva
-4.47,11.03,1,Eva
28.54,6.74,1,Adam
2.28,10.91,1,Adam
10.57,3.29,1,Eva
0.51,24.40,1,Eva
5.42,7.20,1,Adam
22.44,11.21,1,Eva
3.50,-4.44,1,Adam
0.83,2.39,1,Eva
26.20,21.17,1,Adam
3.54,16.46,1,Eva
25.00,17.75,1,Adam
-2.71,-3.59,1,Eva
27.54,4.64,1,Adam
-9.42,4.72,1,Eva
-3.92,-3.44,1,Adam
6.50,-1.10,1,Adam
22.50,13.98,1,Adam
4.69,19.66,1,Eva
9.53,-4.14,1,Adam
5.49,22.90,1,Adam
29.99,10.89,1,Adam
15.01,-3.17,1,Adam
-7.53,17.63,1,Adam
6.18,14.45,1,Eva
10.84,20.73,1,Adam
-8.95,16.90,1,Eva
-6.71,12.09,1,Adam
-6.19,16.25,1,Adam
-7.05,21.65,1,Adam
1.44,-4.84,1,Adam
25.08,20.47,1,Eva
17.43,3.05,1,Eva
19.44,13.61,1,Eva
10.47,21.26,1,Adam
3.89,9.10,1,Adam
6.22,3.55,1,Eva
-9.73,-4.47,1,Adam
-1.28,3.59,1,Eva
28.52,19.47,1,Adam
14.48,-2.65,1,Adam
11.42,15.02,1,Adam
-1.71,6.87,1,Eva
-8.02,13.70,1,Adam
-6.44,10.55,1,Adam
-9.83,16.99,1,Eva
-5.64,15.20,1,Adam
17.52,17.33,1,Eva
6.11,10.98,1,Adam
-0.15,-2.95,1,Eva
-1.97,-3.46,1,Adam
19.52,3.64,1,Adam
10.85,10.00,1,Adam
27.00,14.78,1,Eva
24.49,2.18,1,Eva
7.22,16.46,1,Eva
-4.29,23.85,1,Adam
7.55,16.01,1,Eva
1.66,21.31,1,Adam
2.02,6.75,1,Eva
3.29,0.90,1,Eva
11.22,2.92,1,Adam
11.72,19.26,1,Eva
28.28,-2.64,1,Eva
10.48,23.42,1,Eva
26.65,21.93,1,Adam
4.58,1.00,1,Adam
17.45,-0.02,1,Adam
18.72,3.52,1,Eva
16.68,2.96,1,Adam
17.27,12.90,1,Eva
9.02,21.61,1,Adam
8.58,6.11,1,Eva
20.42,11.47,1,Eva
9.87,13.03,1,Eva
20.10,2.79,1,Eva
20.35,-2.22,1,Eva
2.81,24.07,1,Eva
21.41,4.66,1,Adam
-1.93,10.79,1,Eva
25.94,4.36,1,Adam
20.58,23.58,1,Adam
-0.53,9.14,1,Adam
0.07,15.60,1,Eva
2.39,-0.69,1,Adam
8.45,11.90,1,Adam
8.34,22.45,1,Eva
13.95,0.48,1,Adam
26.05,8.06,1,Adam
3.60,12.19,1,Eva
24.70,13.48,1,Eva
5.72,4.97,1,Adam
17.00,9.03,1,Adam
5.85,11.76,1,Adam
4.29,8.88,1,Eva
3.15,-0.78,1,Eva
16.82,9.38,1,Adam
3.98,-0.72,1,Adam
21.98,1.59,1,Adam
14.84,24.22,1,Adam
1.01,9.72,1,Eva
29.16,-4.37,1,Eva
6.88,0.42,1,Eva
16.09,0.41,1,Eva
25.90,15.35,1,Eva
-0.07,2.23,1,Adam
-9.18,8.08,1,Eva
15.87,18.13,1,Eva
9.77,-4.73,1,Eva
-6.98,8.27,1,Adam
18.46,2.40,1,Eva
-1.34,-3.33,1,Eva
-6.24,19.41,1,Eva
-2.26,21.94,1,Eva
-5.17,6.97,1,Eva
5.79,11.32,1,Eva
10.15,23.95,1,Adam
5.80,4.03,1,Adam
24.66,2.24,1,Eva
7.42,21.41,1,Adam
1.54,-2.05,1,Adam
7.74,3.08,1,Adam
23.78,14.61,1,Eva
20.57,4.70,1,Adam
-3.05,19.06,1,Eva
3.33,12.71,1,Adam
4.77,0.56,1,Eva
13.96,-0.34,1,Eva
16.51,11.17,1,Eva
-6.51,10.88,1,Adam
16.35,12.24,1,Eva
14.06,22.53,1,Eva
23.55,2.24,1,Adam
7.64,15.63,1,Adam
3.00,5.34,1,Adam
9.49,-2.84,1,Eva
18.51,10.88,1,Eva
21.89,9.69,1,Eva
3.40,-4.27,1,Adam
27.48,3.45,1,Eva
7.21,17.39,1,Adam
23.41,13.01,1,Adam
23.97,14.29,1,Eva
10.34,11.95,1,Adam
-7.32,13.31,1,Eva
15.10,13.62,1,Adam
25.04,13.36,1,Eva
22.49,23.40,1,Adam
7.94,0.22,1,Adam
14.33,24.12,1,Adam
-3.94,24.86,1,Adam
14.14,20.86,1,Eva
-0.06,10.47,1,Adam
19.74,17.02,1,Eva
25.15,12.01,1,Adam
17.75,19.16,1,Adam
22.06,6.97,1,Adam
-2.50,11.04,1,Adam
5.83,24.31,1,Adam
-8.80,16.21,1,Adam
2.14,8.60,1,Eva
7.34,17.08,1,Adam
18.51,13.39,1,Adam
17.28,9.47,1,Adam
-1.65,14.16,1,Adam
-7.57,22.09,1,Adam
-9.62,16.60,1,Adam
17.83,17.65,1,Eva
17.32,7.80,1,Adam
3.29,0.51,1,Eva
8.54,10.52,1,Adam
-2.19,-4.49,1,Eva
6.27,15.28,1,Eva
-6.06,6.58,1,Adam
3.75,23.78,1,Eva
-3.33,23.70,1,Adam
20.26,11.85,1,Adam
19.53,8.22,1,Eva
16.76,20.82,1,Adam
25.22,24.53,1,Adam
22.92,2.95,1,Adam
28.15,20.37,1,Adam
18.82,18.12,1,Adam
-8.99,1.71,1,Adam
-0.37,-4.41,1,Eva
19.26,4.34,1,Eva
-7.95,13.90,1,Eva
8.85,19.48,1,Eva
-1.93,2.03,1,Adam
-8.40,8.39,1,Eva
5.43,-3.39,1,Adam
4.69,20.80,1,Eva
9.89,23.89,1,Adam
0.70,22.02,1,Adam
0.62,0.25,1,Eva
2.98,18.42,1,Eva
13.27,17.19,1,Eva
-4.77,13.89,1,Eva
13.83,11.70,1,Eva
12.01,12.75,1,Adam
26.21,4.96,1,Adam
18.15,-2.17,1,Adam
-0.76,-0.01,1,Eva
10.63,11.90,1,Adam
5.83,5.89,1,Eva
8.05,6.70,1,Eva
25.66,6.75,1,Eva
-7.16,-4.09,1,Adam
10.15,8.83,1,Adam
9.92,20.26,1,Adam
1.84,6.43,1,Eva
11.52,8.41,1,Adam
10.50,15.09,1,Eva
19.27,-4.80,1,Eva
28.83,24.59,1,Adam
25.38,19.40,1,Eva
-2.56,24.16,1,Eva
-8.69,13.92,1,Eva
7.46,12.56,1,Adam
-2.36,4.36,1,Adam
5.75,22.73,1,Eva
17.97,18.97,1,Eva
4.19,3.00,1,Adam
26.41,5.95,1,Eva
11.00,11.49,1,Eva
22.01,21.04,1,Eva
27.57,9.32,1,Adam
6.29,-0.29,1,Adam
15.09,23.37,1,Adam
27.39,7.26,1,Adam
3.86,-1.18,1,Eva
17.90,7.76,1,Adam
0.94,2.31,1,Eva
3.53,6.22,1,Adam
15.16,1.48,1,Eva
23.74,12.21,1,Eva
-8.90,-3.47,1,Eva
22.94,14.86,1,Eva
-2.14,17.99,1,Adam
20.87,24.78,1,Eva
22.77,-3.72,1,Eva
0.23,16.34,1,Eva
26.18,-1.79,1,Adam
-8.81,24.52,1,Eva
25.67,5.50,1,Adam
-5.35,14.17,1,Adam
24.54,8.16,1,Eva
-8.38,16.69,1,Adam
-5.98,11.48,1,Eva
4.32,5.62,1,Eva
1.22,-4.98,1,Eva
14.63,-0.13,1,Eva
10.04,22.32,1,Adam
18.61,16.54,1,Eva
15.36,10.56,1,Adam
15.67,13.39,1,Eva
12.32,24.44,1,Eva
20.93,2.72,1,Eva
23.72,-0.30,1,Eva
-6.20,21.20,1,Eva
-6.32,20.70,1,Adam
13.51,2.03,1,Adam
9.28,3.96,1,Adam
29.01,18.49,1,Eva
23.71,20.05,1,Eva
4.61,4.04,1,Eva
-5.02,12.24,1,Adam
28.88,22.49,1,Adam
26.92,11.73,1,Eva
15.33,11.59,1,Adam
16.06,21.59,1,Eva
2.49,-1.24,1,Adam
4.85,7.93,1,Adam
-0.16,4.67,1,Adam
-3.90,17.71,1,Eva
25.46,17.29,1,Eva
22.08,8.51,1,Adam
4.91,3.08,1,Adam
8.39,13.82,1,Adam
11.91,22.75,1,Adam
23.96,17.68,1,Eva
26.24,17.49,1,Eva
29.51,10.04,1,Eva
13.52,16.48,1,Adam
0.26,6.70,1,Adam
-7.36,12.34,1,Adam
2.64,4.60,1,Eva
18.54,4.40,1,Adam
22.37,20.72,1,Adam
-8.95,-4.63,1,Eva
-5.50,19.31,1,Eva
7.86,18.25,1,Eva
16.49,9.20,1,Eva
4.42,3.44,1,Adam
4.65,6.39,1,Eva
26.88,-0.32,1,Adam
13.79,15.05,1,Eva
21.89,22.33,1,Eva
-9.32,3.40,1,Adam
17.31,14.34,1,Adam
9.99,23.64,1,Adam
15.19,2.45,1,Eva
21.17,4.96,1,Adam
28.80,4.69,1,Adam
-7.45,15.56,1,Eva
-8.97,11.62,1,Adam
25.04,11.01,1,Adam
19.32,16.26,1,Eva
25.16,-4.43,1,Eva
23.54,9.95,1,Eva
26.33,17.69,1,Adam
22.27,13.84,1,Adam
-1.42,-3.00,1,Eva
-9.18,8.91,1,Adam
23.01,0.34,1,Adam
-5.35,17.27,1,Adam
8.64,1.00,1,Adam
1.89,17.12,1,Adam
27.76,12.55,1,Adam
20.30,3.12,1,Eva
3.17,9.94,1,Adam
-0.38,22.59,1,Adam
2.67,23.99,1,Adam
29.26,9.32,1,Adam
-8.36,-3.97,1,Eva
29.96,5.10,1,Adam
-1.46,15.76,1,Eva
2.08,-4.26,1,Adam
9.72,-2.27,1,Adam
6.95,21.59,1,Eva
-2.11,2.62,1,Adam
19.87,13.94,1,Eva
9.14,4.15,1,Eva
19.36,-4.82,1,Adam
15.83,19.86,1,Eva
10.97,2.22,1,Eva
13.64,16.56,1,Adam
14.02,-2.05,1,Adam
22.06,3.12,1,Eva
2.67,20.20,1,Eva
0.50,10.54,1,Eva
19.98,11.61,1,Eva
9.91,23.61,1,Adam
-2.21,7.94,1,Adam
14.42,-1.02,1,Eva
-0.28,21.99,1,Eva
0.56,18.17,1,Eva
-1.44,7.89,1,Eva
17.08,23.50,1,Eva
1.50,-2.48,1,Eva
10.23,16.83,1,Eva
12.95,9.35,1,Eva
-9.60,10.30,1,Adam
1.50,21.25,1,Eva
1.38,19.50,1,Adam
13.41,7.12,1,Adam
8.05,8.35,1,Eva
-2.84,3.65,1,Adam
19.50,1.83,1,Eva
27.93,-4.22,1,Eva
-0.09,-1.95,1,Adam
14.41,21.80,1,Eva
17.05,12.82,1,Adam
5.00,19.97,1,Eva
14.62,17.78,1,Eva
3.07,14.07,1,Eva
0.88,19.80,1,Adam
2.39,13.46,1,Eva
17.62,5.86,1,Adam
0.70,2.39,1,Adam
-0.87,23.66,1,Eva
24.84,6.62,1,Eva
22.60,0.25,1,Adam
-4.70,19.38,1,Eva
20.16,24.40,1,Eva
-8.54,3.02,1,Adam
-2.59,12.32,1,Adam
11.13,5.41,1,Adam
0.66,7.39,1,Adam
-3.42,9.28,1,Eva
20.87,5.94,1,Adam
16.04,24.09,1,Adam
20.53,19.42,1,Eva
-0.74,5.34,1,Adam
25.30,3.16,1,Adam
19.83,8.48,1,Eva
-9.82,20.53,1,Adam
13.27,14.97,1,Eva
5.90,-1.21,1,Adam
12.13,10.52,1,Adam
19.31,22.13,1,Adam
13.26,1.04,1,Adam
-2.15,6.72,1,Eva
4.86,-1.54,1,Adam
6.61,19.15,1,Eva
